,Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad,age_cat,areaIncome_cat
841,61.88,45.0,38260.89,108.18,Balanced disintermediate conglomeration,North Debrashire,0,Afghanistan,2016-05-30 08:02:27,yes,middle,avg
842,78.24,23.0,54106.21,199.29,Sharable value-added solution,Deannaville,0,Luxembourg,2016-04-04 11:39:51,no,young,avg
843,74.61,38.0,71055.22,231.28,Networked impactful framework,East Christopher,1,South Africa,2016-04-06 23:10:40,no,middle,high
844,89.18,,46403.18,224.01,Public-key impactful neural-net,Rickymouth,1,Nepal,2016-04-26 21:45:50,no,,avg
845,44.16,42.0,61690.93,133.42,Innovative interactive portal,Port Dennis,1,Spain,2016-05-25 00:34:59,yes,middle,high
846,55.74,37.0,26130.93,124.34,Networked asymmetric infrastructure,Lake Michelle,1,Hong Kong,2016-02-11 16:45:41,yes,middle,low
847,88.82,36.0,,169.1,Assimilated discrete strategy,East Johnport,0,Slovakia (Slovak Republic),2016-01-30 00:05:37,no,middle,
848,70.39,32.0,47357.39,261.52,Phased 5thgeneration open system,Sabrinaview,1,Cayman Islands,2016-07-12 10:56:21,no,young,avg
849,59.05,52.0,50086.17,118.45,Upgradable logistical flexibility,Kristinfurt,1,Uganda,2016-04-23 03:46:34,yes,senior,avg
850,78.58,33.0,51772.58,250.11,Centralized user-facing service-desk,Chapmanland,1,Vanuatu,2016-04-16 10:36:49,no,young,avg
851,35.11,35.0,47638.3,158.03,Extended analyzing emulation,North Jonathan,1,Anguilla,2016-03-11 13:07:30,yes,middle,avg
852,60.39,45.0,38987.42,108.25,Front-line methodical utilization,Port Christina,1,Switzerland,2016-03-02 15:39:02,yes,middle,avg
853,81.56,26.0,51363.16,213.7,Open-source scalable protocol,Juanport,1,Zimbabwe,2016-07-13 21:31:14,no,young,avg
854,75.03,34.0,35764.49,255.57,Networked local secured line,East Mike,0,Uruguay,2016-05-29 18:12:00,yes,middle,low
855,50.87,,62939.5,,Programmable empowering orchestration,North Angelatown,0,Liberia,2016-05-10 17:13:47,yes,,high
856,82.8,30.0,,223.2,Enhanced systemic benchmark,West Steven,1,Egypt,2016-05-07 08:39:47,no,young,
857,78.51,25.0,59106.12,205.71,Focused web-enabled Graphical User Interface,Riggsstad,1,Greece,2016-01-17 13:27:13,no,young,high
858,37.65,51.0,50457.01,161.29,Automated stable help-desk,Davidview,1,Bahrain,2016-03-09 06:22:03,yes,senior,avg
859,83.17,,54251.78,244.4,Managed national hardware,Port Kevinborough,1,Sri Lanka,2016-04-05 18:02:49,no,,avg
860,91.37,45.0,51920.49,182.65,Re-engineered composite moratorium,Lawsonshire,1,Kazakhstan,2016-04-01 07:37:18,yes,middle,avg
861,68.25,29.0,70324.8,220.08,Phased fault-tolerant definition,Wagnerchester,0,Greenland,2016-02-15 16:18:49,no,young,high
862,81.32,25.0,52416.18,165.65,Pre-emptive next generation Internet solution,Daisymouth,0,Moldova,2016-03-08 05:12:57,no,young,avg
863,76.64,39.0,66217.31,241.5,Reverse-engineered web-enabled support,North Daniel,1,Poland,2016-02-09 23:38:30,no,middle,high
864,74.06,50.0,60938.73,246.29,Horizontal intermediate monitoring,Port Jacquelinestad,1,Anguilla,2016-06-17 09:38:22,no,senior,high
865,39.53,33.0,40243.82,142.21,Intuitive transitional artificial intelligence,New Teresa,1,Central African Republic,2016-06-01 12:27:17,yes,young,avg
866,86.58,32.0,60151.77,195.93,Business-focused asynchronous budgetary management,Henryfort,1,Mexico,2016-02-26 23:44:44,no,young,high
867,90.75,40.0,45945.88,216.5,Decentralized methodical capability,Lake Joseph,0,Togo,2016-03-11 09:58:32,no,middle,avg
868,67.71,25.0,63430.33,225.76,Synergized intangible open system,Daviesborough,1,Armenia,2016-04-28 02:55:10,no,young,high
869,82.41,36.0,65882.81,,Stand-alone logistical service-desk,North Brandon,0,Nicaragua,2016-04-12 04:22:42,no,middle,high
870,45.82,27.0,64410.8,171.24,Expanded full-range synergy,Adamside,1,Eritrea,2016-02-10 20:43:38,yes,young,high
871,76.79,27.0,55677.12,235.94,Open-architected intangible strategy,Wademouth,0,Canada,2016-05-01 23:21:53,no,young,avg
872,,33.0,75560.65,203.44,Diverse directional hardware,North Raymond,0,Croatia,2016-03-24 17:48:31,no,young,high
873,72.19,32.0,61067.58,250.32,Balanced discrete approach,Randolphport,1,Switzerland,2016-04-22 19:45:19,no,young,high
874,77.35,34.0,72330.57,167.26,Total bi-directional success,East Troyhaven,0,Yemen,2016-03-09 12:10:08,no,middle,high
875,40.34,29.0,32549.95,173.75,Object-based motivating instruction set,Clarkborough,0,Tokelau,2016-03-30 05:29:38,yes,young,low
876,67.39,44.0,51257.26,107.19,Realigned intermediate application,Josephberg,0,Armenia,2016-01-24 13:41:38,yes,middle,avg
877,68.68,34.0,77220.42,187.03,Sharable encompassing database,Lake Jenniferton,1,Equatorial Guinea,2016-07-15 09:42:19,no,middle,high
878,81.75,43.0,52520.75,249.45,Progressive 24/7 definition,Lake Jose,0,Barbados,2016-06-07 05:41:16,no,middle,avg
879,66.03,22.0,59422.47,217.37,Pre-emptive next generation strategy,Ashleymouth,0,American Samoa,2016-05-31 23:32:00,no,young,high
880,47.74,33.0,22456.04,154.93,Open-source 5thgeneration leverage,Henryland,1,Saint Lucia,2016-05-14 14:49:05,yes,young,low
881,,,58443.99,,Open-source holistic productivity,Lake Danielle,0,Algeria,2016-01-10 20:18:21,no,,high
882,86.81,29.0,50820.74,199.62,Multi-channeled scalable moratorium,Joshuaburgh,1,Turkmenistan,2016-02-21 16:57:59,no,young,avg
883,41.53,42.0,67575.12,158.81,Optional tangible productivity,South Jeanneport,0,Mayotte,2016-05-23 00:32:54,yes,middle,high
884,70.92,39.0,,249.81,Up-sized intangible circuit,New Nathan,1,South Africa,2016-07-21 20:30:06,no,middle,
885,46.84,,34903.67,123.22,Virtual homogeneous budgetary management,Jonesshire,0,Macao,2016-05-15 18:44:50,yes,,low
886,44.4,53.0,43073.78,140.95,Phased zero-defect portal,Mariahview,1,France,2016-06-30 00:43:40,yes,senior,avg
887,52.17,44.0,57594.7,115.37,Optional modular throughput,New Julianberg,1,Equatorial Guinea,2016-02-24 06:17:18,yes,middle,avg
888,81.45,31.0,66027.31,205.84,Triple-buffered human-resource complexity,Randyshire,1,Mali,2016-05-30 21:22:22,no,young,high
889,54.08,36.0,,111.02,Innovative cohesive pricing structure,Philipberg,1,Mayotte,2016-06-02 04:14:37,yes,middle,
890,76.65,31.0,61117.5,238.43,Function-based executive moderator,West Dennis,0,Pakistan,2016-04-18 07:00:38,no,young,high
891,54.39,20.0,52563.22,171.9,Digitized content-based circuit,Richardshire,1,Guadeloupe,2016-02-29 18:06:21,yes,young,avg
892,37.74,40.0,65773.49,190.95,Balanced uniform algorithm,Lake James,0,Denmark,2016-05-27 12:45:37,yes,middle,high
893,69.86,25.0,50506.44,,Triple-buffered foreground encryption,Austinborough,0,New Zealand,2016-01-12 21:17:15,no,young,avg
894,85.37,36.0,66262.59,194.56,Front-line system-worthy flexibility,Alexandrafort,1,Netherlands Antilles,2016-01-27 17:08:19,no,middle,high
895,80.99,26.0,,207.53,Centralized clear-thinking Graphic Interface,Melissastad,1,Belarus,2016-06-10 03:56:41,no,young,
896,78.84,,62430.55,235.29,Optimized 5thgeneration moratorium,Gonzalezburgh,1,Taiwan,2016-04-09 09:26:39,no,,high
897,77.36,41.0,49597.08,115.79,Fully-configurable asynchronous firmware,Port Jennifer,0,El Salvador,2016-02-26 06:00:16,yes,middle,avg
898,55.46,37.0,42078.89,,Exclusive systematic algorithm,Chrismouth,0,Taiwan,2016-02-21 23:07:11,yes,middle,avg
899,35.66,45.0,46197.59,151.72,Exclusive cohesive intranet,Port Beth,0,Peru,2016-04-29 14:08:26,yes,middle,avg
900,,51.0,,,Vision-oriented asynchronous Internet solution,West David,0,Liberia,2016-02-11 17:02:07,yes,senior,
901,40.47,38.0,24078.93,203.9,Sharable 5thgeneration access,Fraziershire,0,Burundi,2016-07-22 07:44:43,yes,middle,low
902,45.62,43.0,53647.81,121.28,Monitored homogeneous artificial intelligence,Robertfurt,0,Macao,2016-06-26 02:34:15,yes,middle,avg
903,84.76,30.0,61039.13,178.69,Monitored 24/7 moratorium,South Pamela,0,Venezuela,2016-05-14 23:08:14,no,young,high
904,,26.0,46974.15,,Vision-oriented real-time framework,North Laurenview,0,Luxembourg,2016-05-24 10:04:39,no,young,avg
905,,27.0,53042.51,,Future-proofed stable function,Campbellstad,1,Italy,2016-02-16 12:05:45,no,young,avg
906,,50.0,48826.14,216.01,Secured encompassing Graphical User Interface,Port Derekberg,0,San Marino,2016-03-20 02:44:13,yes,senior,avg
907,,31.0,58287.86,193.6,Right-sized logistical middleware,West Andrew,0,Madagascar,2016-01-31 05:12:44,no,young,high
908,56.91,,21773.22,146.44,Team-oriented executive core,West Randy,0,Norfolk Island,2016-04-01 05:17:28,yes,,low
909,75.24,24.0,52252.91,,Vision-oriented next generation solution,South Christopher,0,Vanuatu,2016-02-25 16:33:24,no,young,avg
910,42.84,52.0,27073.27,182.2,Enhanced optimizing website,Lake Michellebury,1,Tunisia,2016-03-21 11:02:49,yes,senior,low
911,67.56,47.0,50628.31,109.98,Reduced background data-warehouse,Zacharyton,0,Paraguay,2016-02-12 05:20:19,yes,middle,avg
912,34.96,42.0,36913.51,160.49,Right-sized mobile initiative,West James,1,Macedonia,2016-06-01 16:10:30,yes,middle,avg
913,87.46,37.0,61009.1,211.56,Synergized grid-enabled framework,Millerview,1,Heard Island and McDonald Islands,2016-06-16 03:17:45,no,middle,high
914,41.86,39.0,53041.77,128.62,Open-source stable paradigm,Hawkinsbury,1,Ethiopia,2016-03-26 15:28:07,yes,middle,avg
915,34.04,34.0,40182.84,174.88,Reverse-engineered context-sensitive emulation,Elizabethport,1,El Salvador,2016-02-16 07:37:28,yes,middle,avg
916,54.96,42.0,59419.78,113.75,Public-key disintermediate emulation,West Amanda,1,Niger,2016-02-28 09:31:31,yes,middle,high
917,87.14,31.0,58235.21,199.4,Up-sized bifurcated capability,Wadestad,1,Timor-Leste,2016-05-18 01:00:52,no,young,high
918,78.79,32.0,,215.29,Stand-alone background open system,Mauriceshire,1,Uruguay,2016-02-21 13:11:08,no,young,
919,65.56,25.0,69646.35,181.25,Stand-alone explicit orchestration,West Arielstad,1,Somalia,2016-01-05 12:59:07,no,young,high
920,81.05,34.0,54045.39,245.5,Configurable asynchronous application,Adamsstad,0,Malaysia,2016-05-18 00:07:43,no,middle,avg
921,55.71,37.0,57806.03,112.52,Upgradable 4thgeneration portal,Lake James,1,Korea,2016-03-06 23:26:44,yes,middle,high
922,45.48,49.0,53336.76,129.16,Networked client-server solution,Blairborough,1,Lao People's Democratic Republic,2016-05-19 04:23:41,yes,senior,avg
923,47.0,56.0,50491.45,149.53,Public-key bi-directional Graphical User Interface,New Marcusbury,0,Bahamas,2016-04-29 20:40:21,yes,senior,avg
924,59.64,51.0,71455.62,153.12,Re-contextualized human-resource success,Evansville,1,Guyana,2016-05-03 01:09:01,yes,senior,high
925,35.98,45.0,43241.88,150.79,Front-line fresh-thinking installation,Huffmanchester,0,Ethiopia,2016-06-27 21:51:47,yes,middle,avg
926,72.55,22.0,58953.01,202.34,Balanced empowering success,New Cynthia,0,Bosnia and Herzegovina,2016-02-08 07:33:22,no,young,high
927,,38.0,36834.04,184.98,Robust uniform framework,Joshuamouth,0,Cyprus,2016-02-22 07:04:05,no,middle,avg
928,80.53,29.0,66345.1,187.64,Sharable upward-trending support,West Benjamin,0,Singapore,2016-03-21 08:13:24,no,young,high
929,82.49,45.0,38645.4,130.84,Assimilated multi-state paradigm,Williamsfort,0,Dominican Republic,2016-05-31 00:58:37,yes,middle,avg
930,80.94,,,239.94,Self-enabling local strategy,North Tiffany,0,Bermuda,2016-01-01 05:31:22,no,,
931,61.76,34.0,33553.9,114.69,Open-source local approach,Edwardsport,0,Jamaica,2016-05-27 08:53:51,yes,middle,low
932,63.3,38.0,63071.34,116.19,Polarized intangible encoding,Lake Evantown,0,Saint Barthelemy,2016-05-09 07:13:27,yes,middle,high
933,36.73,34.0,46737.34,149.79,Multi-lateral attitude-oriented adapter,South Henry,1,Albania,2016-06-27 01:56:36,yes,middle,avg
934,78.41,33.0,55368.67,248.23,Multi-lateral 24/7 Internet solution,Harmonhaven,1,Mozambique,2016-06-03 04:51:46,no,young,avg
935,83.98,36.0,68305.91,194.62,Profit-focused secondary portal,West Gregburgh,0,Zimbabwe,2016-02-24 00:44:44,no,middle,high
936,63.18,45.0,39211.49,107.92,Reactive upward-trending migration,Hansenland,0,Georgia,2016-03-05 12:03:41,yes,middle,avg
937,50.6,48.0,65956.71,135.67,Customer-focused fault-tolerant implementation,Port Michaelmouth,0,Brazil,2016-01-15 22:49:45,yes,senior,high
938,32.6,38.0,40159.2,190.05,Customizable homogeneous contingency,Tylerport,0,Syrian Arab Republic,2016-02-12 03:39:09,yes,middle,avg
939,60.83,19.0,40478.83,185.46,Versatile next generation pricing structure,West Lacey,1,Palestinian Territory,2016-02-19 20:49:27,no,young,avg
940,44.72,46.0,40468.53,,Cross-group systemic customer loyalty,North Jenniferburgh,1,Grenada,2016-03-12 02:48:18,yes,middle,avg
941,78.76,51.0,66980.27,162.05,Face-to-face modular budgetary management,South Davidhaven,0,Ghana,2016-07-23 04:04:42,yes,senior,high
942,79.51,39.0,34942.26,125.11,Proactive non-volatile encryption,North Charlesbury,1,Brunei Darussalam,2016-03-06 09:33:46,yes,middle,low
943,39.3,32.0,48335.2,145.73,Decentralized bottom-line help-desk,Jonathanland,0,Lithuania,2016-02-24 04:11:37,yes,young,avg
944,64.79,,42251.59,116.07,Visionary mission-critical application,North Virginia,0,Maldives,2016-02-17 20:22:49,yes,,avg
945,89.8,36.0,57330.43,198.24,User-centric attitude-oriented adapter,West Tanner,0,Lesotho,2016-02-02 04:57:50,no,middle,avg
946,72.82,34.0,75769.82,191.82,User-centric discrete success,Jonesmouth,1,Czech Republic,2016-01-27 16:06:05,no,middle,high
947,38.65,31.0,51812.71,,Total even-keeled architecture,Port Jason,1,Iceland,2016-05-24 09:50:41,yes,young,avg
948,,30.0,75265.96,,Focused multimedia implementation,West Annefort,1,Philippines,2016-02-08 22:45:26,yes,young,high
949,78.96,50.0,69868.48,193.15,Stand-alone well-modulated product,East Jason,0,Cayman Islands,2016-02-12 01:55:38,yes,senior,high
950,63.99,43.0,72802.42,,Ameliorated bandwidth-monitored contingency,North Cassie,0,Haiti,2016-01-11 08:18:12,yes,middle,high
951,41.35,27.0,39193.45,162.46,Streamlined homogeneous analyzer,Hintonport,1,Colombia,2016-03-03 03:51:27,yes,young,avg
952,62.79,,18368.57,231.87,Total coherent archive,New James,1,Luxembourg,2016-05-30 20:08:51,yes,,low
953,45.53,29.0,56129.89,141.58,Front-line neutral alliance,North Destiny,0,United Arab Emirates,2016-04-22 22:01:21,yes,young,avg
954,51.65,31.0,58996.56,249.99,Virtual context-sensitive support,Mclaughlinbury,0,Ireland,2016-05-25 10:39:28,no,young,high
955,54.55,44.0,41547.62,109.04,Re-engineered optimal policy,West Gabriellamouth,0,Canada,2016-02-04 03:10:17,yes,middle,avg
956,35.66,36.0,59240.24,172.57,Implemented uniform synergy,Alvarezland,0,Svalbard & Jan Mayen Islands,2016-02-21 20:09:12,yes,middle,high
957,69.95,28.0,56725.47,247.01,Horizontal even-keeled challenge,New Julie,0,Malta,2016-04-28 01:24:34,no,young,avg
958,79.83,29.0,,234.23,Innovative regional groupware,North Frankstad,1,Sudan,2016-05-18 19:33:51,no,young,
959,85.35,37.0,64235.51,161.42,Exclusive multi-state Internet solution,Claytonside,1,Ecuador,2016-02-17 11:15:31,no,middle,high
960,56.78,28.0,39939.39,124.32,Mandatory empowering focus group,Melanieton,0,Senegal,2016-06-19 23:04:45,yes,young,avg
961,78.67,26.0,63319.99,195.56,Proactive 5thgeneration frame,Lake Michaelport,0,Cambodia,2016-02-20 09:54:06,no,young,high
962,70.09,21.0,54725.87,211.17,Automated full-range Internet solution,East Benjaminville,0,Belarus,2016-01-22 12:58:14,no,young,avg
963,60.75,,69775.75,247.05,Fully-configurable systemic productivity,Garrettborough,1,Guyana,2016-02-19 13:26:24,no,,high
964,,24.0,,233.85,Multi-lateral multi-state encryption,Port Raymondfort,0,Mali,2016-01-03 07:13:53,no,young,
965,35.25,50.0,47051.02,194.44,Intuitive global website,Waltertown,0,Iran,2016-01-03 04:39:47,yes,senior,avg
966,37.58,52.0,51600.47,176.7,Exclusive disintermediate Internet solution,Cameronberg,1,Bulgaria,2016-04-13 13:04:47,yes,senior,avg
967,68.01,25.0,68357.96,188.32,Ameliorated actuating workforce,Kaylashire,1,Afghanistan,2016-01-01 03:35:35,no,young,high
968,,38.0,35349.26,125.27,Synergized clear-thinking protocol,Fosterside,0,Liberia,2016-03-27 08:32:37,yes,middle,low
969,63.04,27.0,,159.05,Triple-buffered multi-state complexity,Davidstad,0,Netherlands Antilles,2016-07-10 16:25:56,yes,young,
970,40.18,29.0,50760.23,151.96,Enhanced intangible portal,Lake Tracy,0,Hong Kong,2016-06-25 04:21:33,yes,young,avg
971,45.17,48.0,34418.09,132.07,Down-sized background groupware,Taylormouth,1,Palau,2016-01-27 14:41:10,yes,senior,low
972,50.48,50.0,20592.99,162.43,Switchable real-time product,Dianaville,0,Malawi,2016-05-16 18:51:59,yes,senior,low
973,80.87,28.0,63528.8,,Ameliorated local workforce,Collinsburgh,0,Uruguay,2016-02-27 20:20:25,no,young,high
974,41.88,40.0,44217.68,126.11,Streamlined exuding adapter,Port Rachel,1,Cyprus,2016-02-28 23:54:44,yes,middle,avg
975,39.87,48.0,47929.83,139.34,Business-focused user-facing benchmark,South Rebecca,1,Mexico,2016-06-13 06:11:33,yes,senior,avg
976,61.84,45.0,46024.29,,Reactive bi-directional standardization,Port Joshuafort,1,Niger,2016-05-05 11:07:13,yes,middle,avg
977,54.97,31.0,51900.03,116.38,Virtual bifurcated portal,Robinsontown,1,France,2016-07-07 12:17:33,yes,young,avg
978,71.4,30.0,72188.9,166.31,Integrated 3rdgeneration monitoring,Beckton,0,Japan,2016-05-24 17:07:08,no,young,high
979,70.29,31.0,56974.51,254.65,Balanced responsive open system,New Frankshire,1,Norfolk Island,2016-03-30 14:36:55,no,young,avg
980,67.26,57.0,25682.65,168.41,Focused incremental Graphic Interface,North Derekville,1,Bulgaria,2016-05-27 05:54:03,yes,senior,low
981,76.58,46.0,41884.64,258.26,Secured 24hour policy,West Sydney,0,Uzbekistan,2016-01-03 16:30:51,no,middle,avg
982,54.37,,72196.29,140.77,Up-sized asymmetric firmware,Lake Matthew,0,Mexico,2016-06-25 18:17:53,yes,,high
983,82.79,32.0,54429.17,234.81,Distributed fault-tolerant service-desk,Lake Zacharyfurt,1,Brunei Darussalam,2016-02-24 10:36:43,no,young,avg
984,66.47,31.0,58037.66,,Vision-oriented human-resource synergy,Lindsaymouth,1,France,2016-03-03 03:13:48,no,young,high
985,72.88,44.0,64011.26,125.12,Customer-focused explicit challenge,Sarahland,0,Yemen,2016-04-21 19:56:24,yes,middle,high
986,76.44,28.0,59967.19,232.68,Synchronized human-resource moderator,Port Julie,1,Northern Mariana Islands,2016-04-06 17:26:37,no,young,high
987,63.37,43.0,43155.19,105.04,Open-architected full-range projection,Michaelshire,1,Poland,2016-03-23 12:53:23,yes,middle,avg
988,89.71,,51501.38,204.4,Versatile local forecast,Sarafurt,1,Bahrain,2016-02-17 07:00:38,no,,avg
989,70.96,31.0,55187.85,,Ameliorated user-facing help-desk,South Denise,0,Saint Pierre and Miquelon,2016-06-26 07:01:47,no,young,avg
990,35.79,44.0,33813.08,165.62,Enterprise-wide tangible model,North Katie,1,Tonga,2016-04-20 13:36:42,yes,middle,low
991,38.96,38.0,36497.22,140.67,Versatile mission-critical application,Mauricefurt,1,Comoros,2016-07-21 16:02:40,yes,middle,avg
992,69.17,40.0,66193.81,,Extended leadingedge solution,New Patrick,0,Montenegro,2016-03-06 11:36:06,yes,middle,high
993,64.2,27.0,66200.96,227.63,Phased zero tolerance extranet,Edwardsmouth,1,Isle of Man,2016-02-11 23:45:01,no,young,high
994,43.7,28.0,63126.96,173.01,Front-line bifurcated ability,Nicholasland,0,Mayotte,2016-04-04 03:57:48,yes,young,high
995,72.97,30.0,71384.57,208.58,Fundamental modular algorithm,Duffystad,1,Lebanon,2016-02-11 21:49:00,yes,young,high
996,51.3,45.0,67782.17,134.42,Grass-roots cohesive monitoring,New Darlene,1,Bosnia and Herzegovina,2016-04-22 02:07:01,yes,middle,high
997,51.63,51.0,42415.72,120.37,Expanded intangible solution,South Jessica,1,Mongolia,2016-02-01 17:24:57,yes,senior,avg
998,55.55,19.0,41920.79,187.95,Proactive bandwidth-monitored policy,West Steven,0,Guatemala,2016-03-24 02:35:54,no,young,avg
999,45.01,26.0,29875.8,178.35,Virtual 5thgeneration emulation,Ronniemouth,0,Brazil,2016-06-03 21:43:21,yes,young,low
